grid_point, analysis_value, analysis_increment
[8, 11],5438.8339675617335,-8.65507134643758
[8, 12],5439.344548992473,-6.40284104148941
[8, 13],5431.491397647263,-11.570633047436786
[8, 14],5426.860501584451,-15.1172300956232
[8, 15],5430.092035295158,-15.253707512962137
[8, 16],5419.865876097447,-37.62495581139501
[8, 17],5437.253537848823,-42.59260660880955
[8, 18],5480.434864009223,-24.90649056973416
[8, 19],5533.249940901886,6.828023305840361
[8, 20],5573.599499418182,32.48272900819029
[8, 21],5601.204941090981,50.17727557510534
[9, 0],5203.573267641643,-26.844908454565484
[9, 1],5222.3990151559965,-24.20536184561297
[9, 2],5252.623904664525,-20.74024574743362
[9, 3],5293.018380296545,-16.95147769698542
[9, 4],5333.167686099525,-12.17535792752733
[9, 5],5368.223015749168,-6.534169488016232
[9, 6],5396.816844442435,-8.253797896648393
[9, 7],5424.646309076401,-10.34308404400872
[9, 8],5445.151106829241,-9.279405189803583
[9, 9],5454.575335330647,-9.110431017110386
[9, 10],5454.854804302468,-12.23143475748111
[9, 11],5455.118449264638,-10.912894942892308
[9, 12],5447.683724417112,-13.78627720960958
[9, 13],5434.658172615198,-21.231630287149528
[9, 14],5424.865340058832,-26.86242240640422
[9, 15],5417.0303580639065,-33.932898372850104
[9, 16],5414.6846738580625,-42.55709020835366
[9, 17],5424.007594832912,-50.059784704346384
[9, 18],5469.541622073452,-27.582661082893537
[9, 19],5511.609174372955,-6.54349994893164
[9, 20],5546.755436429035,12.93410471403422
[9, 21],5572.935106319933,26.98429027039856
[10, 0],5214.337926688717,-20.243803782208488
[10, 1],5231.264799442416,-19.33892396550982
[10, 2],5260.95484632012,-15.786004438326017
[10, 3],5301.618314784082,-12.301922254489
[10, 4],5341.719811567234,-10.210299669345659
[10, 5],5377.160494757133,-8.118711943860944
[10, 6],5411.8746487246635,-8.95855693024805
[10, 7],5449.157573574999,-6.701077525787696
[10, 8],5476.16045029585,-1.1480715974203122
[10, 9],5480.206256795833,-5.474404938289808
[10, 10],5476.518404037615,-10.39664788529899
[10, 11],5472.492923360968,-11.106994567360744
[10, 12],5455.1459282882215,-22.09903556018162
[10, 13],5440.256742204202,-29.956226373843492
[10, 14],5433.762633746456,-30.80650202367906
[10, 15],5432.274016780616,-29.264717191301315
[10, 16],5411.5509581470005,-51.98016971939978
[10, 17],5413.327663359411,-61.27240519276347
[10, 18],5446.064993602767,-47.98773471666209
[10, 19],5492.0128691692025,-23.15445273272144
[10, 20],5530.098879946648,-3.3860390889785776
[10, 21],5542.189230075179,-8.467987733631162
[11, 0],5210.521094774506,-26.95837640091304
[11, 1],5236.946447607986,-16.408241984218876
[11, 2],5268.777262291503,-10.325505336496462
[11, 3],5311.0074482228265,-7.872724106793612
[11, 4],5355.924467185074,-8.135612416410368
[11, 5],5396.68617977329,-8.61587127308394
[11, 6],5438.082065116025,-7.216419122873049
[11, 7],5473.196747216929,-7.01086552452125
[11, 8],5494.505181543707,-5.2969523256324464
[11, 9],5507.939406285315,1.6651162640564507
[11, 10],5502.0093993492355,-4.0242009500580025
[11, 11],5493.2853333466055,-8.835009201224238
[11, 12],5481.584234647608,-14.407416640933661
[11, 13],5468.517141658808,-20.917201771672808
[11, 14],5456.909246054314,-27.20200184643818
[11, 15],5457.229804187681,-23.64687103667984
[11, 16],5405.057260174433,-76.03466484401724
[11, 17],5409.351618623469,-79.08510612463033
[11, 18],5443.851733478963,-61.5564856682895
[11, 19],5488.827810468862,-39.552120065754025
[11, 20],5535.172948952578,-17.048788356084515
[11, 21],5578.0998169798895,1.3278255025234103
[12, 0],5188.5833485265575,-48.19688745485655
[12, 1],5225.675580701871,-30.47156002666452
[12, 2],5280.775147568028,-7.250105893510408
[12, 3],5330.4915121342065,-6.681702012080677
[12, 4],5384.355823335703,-6.730491768146749
[12, 5],5428.006697320114,-7.916957398235354
[12, 6],5465.145400822026,-8.05790972901741
[12, 7],5495.7777383434595,-7.0863774076733534
[12, 8],5515.355315011198,-4.801039553086412
[12, 9],5533.6346986637955,6.767135798191703
[12, 10],5530.098416424388,2.108088595069603
[12, 11],5524.93931681841,-1.433124770910581
[12, 12],5516.23601674176,-6.806713088157267
[12, 13],5509.916002861979,-9.000540918406841
[12, 14],5503.311655059982,-11.924552347133613
[12, 15],5469.208871827439,-43.63122160451803
[12, 16],5448.551499387931,-64.10285802264752
[12, 17],5438.454391482068,-79.65526180812685
[12, 18],5462.708934344058,-71.43222058206084
[12, 19],5514.342982604969,-45.73323222608815
[12, 20],5568.691974815762,-20.73233438295847
[12, 21],5618.7838321159525,0.5755509346126928
[13, 0],5162.914148374754,-66.07086690691176
[13, 1],5209.170235490119,-49.93510917207186
[13, 2],5275.272426538663,-32.53176746778445
[13, 3],5366.55983049902,-3.9730561482019766
[13, 4],5420.475730857164,-4.452868107729955
[13, 5],5456.792034500178,-6.303229542111694
[13, 6],5482.429657536052,-11.084708904191757
[13, 7],5510.55144619284,-9.203909279393883
[13, 8],5534.658141269682,-4.026656342884053
[13, 9],5554.082685732831,4.335137319244495
[13, 10],5559.8344382997475,3.949901711480379
[13, 11],5558.024498881837,-1.3026780264190165
[13, 12],5552.283944567368,-8.196333055368996
[13, 13],5559.531891796848,-0.012748326897963125
[13, 14],5561.608533778158,4.06119420894629
[13, 15],5531.313062136594,-24.38310416360764
[13, 16],5494.840970665427,-60.502136963567864
[13, 17],5483.964680261646,-75.8744617818329
[13, 18],5504.8411410468025,-69.98360840532132
[13, 19],5554.453285656994,-46.91175771919188
[13, 20],5613.149729950499,-18.789619140528885
[13, 21],5649.245425958143,-10.757447705965205
[14, 0],5126.411273268904,-94.39213884768014
[14, 1],5198.326445737887,-65.54306013693349
[14, 2],5288.440007762651,-44.36109419033255
[14, 3],5399.622539524047,-2.977970380771694
[14, 4],5445.598017208397,-3.014115162079179
[14, 5],5474.584305488879,-4.181530471963015
[14, 6],5496.638602588313,-9.677687654037072
[14, 7],5527.166447651086,-6.916875300435095
[14, 8],5552.41804379627,-5.50696228761899
[14, 9],5579.7887692696,4.319118026126489
[14, 10],5592.439952680535,4.6160376879852265
[14, 11],5596.350503093863,0.19627220816073532
[14, 12],5599.048620613794,-1.7428232025868056
[14, 13],5610.430892621887,8.000063981086896
[14, 14],5613.768427831576,11.436880051346634
[14, 15],5589.773918487109,-12.151249545281644
[14, 16],5555.469343794914,-47.4652895947429
[14, 17],5550.370519699849,-57.75364096889007
[14, 18],5573.495451512499,-48.4554489782513
[14, 19],5621.1462094445715,-25.09746736283978
[14, 20],5670.215580771638,-4.334654784234772
[14, 21],5709.760946836441,9.731581885287596
[15, 0],5134.013166060859,-92.82856628073569
[15, 1],5198.158644413992,-79.09225472691924
[15, 2],5289.658024325515,-62.89432455783299
[15, 3],5392.187202737198,-27.088472915493185
[15, 4],5456.6638518495865,-2.8862072034280573
[15, 5],5481.793033949442,-7.117913500674149
[15, 6],5504.376400474037,-15.723251693275415
[15, 7],5535.809950941705,-16.804250736643553
[15, 8],5565.874736500503,-14.810702479224346
[15, 9],5600.765818730967,-1.4224375159828924
[15, 10],5619.878612873122,2.018864978075726
[15, 11],5631.987654587705,3.5498968696210795
[15, 12],5643.9931323879555,8.91526039776727
[15, 13],5657.241480746189,17.654316764263967
[15, 14],5653.7426747257605,10.513486160635694
[15, 15],5632.354649502939,-14.3507041730536
[15, 16],5620.570992547386,-30.56044434235082
[15, 17],5632.384401526622,-26.00484924318789
[15, 18],5642.452820328707,-28.94425814870101
[15, 19],5683.3894055876435,-8.734148480891236
[15, 20],5742.088137106404,25.66027356210361
[15, 21],5769.733314194781,31.375521337957252
[16, 0],5164.714495403352,-81.69822003375248
[16, 1],5244.714080988146,-54.95277474623617
[16, 2],5320.280399520244,-47.97114871233043
[16, 3],5397.917565077325,-28.71566033392628
[16, 4],5461.494289093202,-5.3348297939974145
[16, 5],5492.0463230672985,-11.147620455285505
[16, 6],5524.135143375379,-18.5777639052003
[16, 7],5553.492937767929,-25.030245342337366
[16, 8],5581.102259025989,-24.711579534816337
[16, 9],5615.554476902802,-10.827892255759252
[16, 10],5646.144422558124,4.096086225697036
[16, 11],5656.767445578855,3.1965267423111072
[16, 12],5684.242957759588,21.57641829885779
[16, 13],5681.073792611248,9.639804258911681
[16, 14],5701.2551803919905,20.9805376847371
[16, 15],5683.247961384069,-5.23907969269203
[16, 16],5688.991622823612,-7.304497964808434
[16, 17],5697.549577179363,-7.528865824696368
[16, 18],5712.052112114502,-4.850199652977608
[16, 19],5755.541720484222,22.008320738504153
[16, 20],5797.992904691156,45.16361155787945
[16, 21],5822.832156815942,52.64835753764419
[17, 0],5211.42213544744,-60.20534793773368
[17, 1],5292.340655494097,-31.30240954467081
[17, 2],5357.898854084689,-25.14072473490978
[17, 3],5432.445979831183,-3.5183558872704452
[17, 4],5471.473415372361,-9.597042537393463
[17, 5],5511.744216637678,-16.062277365293085
[17, 6],5550.684396558143,-22.383757796377722
[17, 7],5571.446230649354,-34.70856682875001
[17, 8],5597.154037505877,-31.259973988526326
[17, 9],5625.872984544361,-19.94625624809214
[17, 10],5655.703671892072,-4.905116488758722
[17, 11],5682.892874997287,9.465174202019625
[17, 12],5695.283444144693,9.237785007348066
[17, 13],5708.946139871356,9.234907397241841
[17, 14],5724.489687788128,11.44605123032943
[17, 15],5744.272509406415,19.942862500328374
[17, 16],5758.177499247675,24.373058017521544
[17, 17],5756.341521235744,13.53955807273087
[17, 18],5764.738800952378,11.904102370968758
[17, 19],5774.71818746707,9.50102761494054
[17, 20],5830.141201516809,50.92790463245365
[17, 21],5853.619147482693,61.71350151366005
[18, 0],5264.076386002353,-32.61435824272303
[18, 1],5341.537602710751,-3.5323537229205613
[18, 2],5398.009086091704,-1.3197529421295258
[18, 3],5446.526839467221,-7.74508090397012
[18, 4],5492.188596113958,-15.475839278626154
[18, 5],5535.410150108606,-24.08762681625649
[18, 6],5571.851829734187,-29.57512712622247
[18, 7],5596.994175075681,-31.517802278975978
[18, 8],5622.892027945553,-23.77677707996918
[18, 9],5650.42337327915,-11.530692455488861
[18, 10],5668.5266466266485,-7.8574925159236955
[18, 11],5700.078973444693,9.15529017143217
[18, 12],5714.866096519865,7.688491953837001
[18, 13],5732.318881309507,7.654882452878155
[18, 14],5751.235433741878,11.047434751150831
[18, 15],5771.917600159518,19.624689077867515
[18, 16],5785.185117473388,23.14960070818779
[18, 17],5798.843805445501,28.20726284886223
[18, 18],5806.467532776278,27.59791478938223
[18, 19],5824.284329717263,36.869447908836264
[18, 20],5844.393921447114,47.959185449081815
[18, 21],5863.101894312841,58.13540814706903
[19, 0],5296.41619372799,-25.596237881101843
[19, 1],5366.630302070345,-1.3469599916124935
[19, 2],5410.596061830573,-12.926769652753137
[19, 3],5473.585441821059,-12.053928336615172
[19, 4],5523.173530171814,-20.14841505485856
[19, 5],5563.000337290211,-26.848833894914605
[19, 6],5591.669289796265,-31.516712355656637
[19, 7],5621.604301026793,-24.046687482872585
[19, 8],5647.462696617139,-14.953419596273307
[19, 9],5672.018983218096,-5.2604402658053
[19, 10],5698.951809137607,6.907247709170406
[19, 11],5719.124090389469,10.686361578881588
[19, 12],5736.392911276731,8.702107535376854
[19, 13],5756.204293528369,8.996903978857517
[19, 14],5776.075956250007,13.206464356621836
[19, 15],5797.671930837685,23.234377687200322
[19, 16],5816.245024874253,32.482854692817455
[19, 17],5822.449732945563,30.73014987931674
[19, 18],5828.513951858671,30.153070809450583
[19, 19],5833.536075682812,29.714611989768855
[19, 20],5849.449600691757,40.89465293769808
[19, 21],5863.792746769507,50.616595856670756
[20, 0],5304.6969147931695,-46.336444618195856
[20, 1],5375.802200883351,-22.55119113081855
[20, 2],5427.78676624931,-30.5195958273398
[20, 3],5505.8123864069,-17.492285940112197
[20, 4],5548.347605295587,-27.413546522276192
[20, 5],5581.901717279347,-30.497883908615222
[20, 6],5613.478831457224,-25.342060100569142
[20, 7],5641.749472544778,-17.57591988117747
[20, 8],5669.791741485728,-6.6767121320108345
[20, 9],5696.6688977976455,4.697610313197401
[20, 10],5717.181128659192,9.601155870477669
[20, 11],5737.639065271461,11.860165910249634
[20, 12],5759.174225624252,11.785180605359528
[20, 13],5778.2815257522025,10.313821469711911
[20, 14],5792.906017551272,9.751584630429534
[20, 15],5817.369518201264,23.511825378848698
[20, 16],5833.251194871988,30.901470594270904
[20, 17],5843.51756820567,34.23909123187423
[20, 18],5847.137544275009,32.76827139425495
[20, 19],5847.418540094376,29.881111475533544
[20, 20],5847.001556679131,27.8984723954145
[20, 21],5867.551087857571,47.472146841032554
[21, 0],5318.447226062493,-61.87515173392694
[21, 1],5388.761342034908,-42.4147751481878
[21, 2],5459.810339003172,-31.907053614749202
[21, 3],5518.006884607274,-33.16541374467306
[21, 4],5567.959999781472,-27.467251944121017
[21, 5],5609.98564949304,-15.645551793598315
[21, 6],5639.656565786493,-9.437348678356102
[21, 7],5668.439797300511,-1.2791328334742502
[21, 8],5687.095578889199,-1.1013758650306045
[21, 9],5711.931195644471,7.079628814209173
[21, 10],5731.901263226096,10.512652274336688
[21, 11],5753.541874268434,12.77395666827124
[21, 12],5775.789017862548,12.006884283036925
[21, 13],5795.388207029705,10.18888804172093
[21, 14],5810.116429124645,9.676710156631088
[21, 15],5831.193654192192,20.404919184069513
[21, 16],5843.668008158595,25.068136438225338
[21, 17],5855.5424341348435,31.01626267037682
[21, 18],5856.361669004854,28.00183313555135
[21, 19],5853.407409751392,23.31553440745938
[21, 20],5851.767251586703,21.834968422445854
[21, 21],5867.9904640902705,39.640304726201066
[22, 0],5325.109575639142,-79.22421172226859
[22, 1],5405.515550080319,-52.039273069508454
[22, 2],5474.766436888065,-39.52587255537037
[22, 3],5542.682592968863,-22.936610824377567
[22, 4],5586.198234777412,-17.82497031962339
[22, 5],5630.46655703906,-1.1673044898761873
[22, 6],5661.088046986631,6.449770747678485
[22, 7],5687.906030166686,11.315591765558565
[22, 8],5702.604100179304,5.435488651716696
[22, 9],5725.007916083782,9.551106765626173
[22, 10],5741.352732565389,8.506827042747318
[22, 11],5764.837066071599,12.434422786544019
[22, 12],5786.195016006217,10.863803230237863
[22, 13],5808.214815235041,11.136966343973654
[22, 14],5822.611661473518,9.756973761715017
[22, 15],5838.30021471336,14.808233364969055
[22, 16],5854.37758584462,23.07080681181833
[22, 17],5864.485371020601,27.312126276448907
[22, 18],5864.485962785362,23.436854881813815
[22, 19],5862.482995092322,19.53608998263735
[22, 20],5858.009343798507,14.940222549591454
[22, 21],5856.264378632966,14.848169112088726
[23, 0],5346.799376111026,-77.25393499031452
[23, 1],5436.91733094264,-40.37597321924477
[23, 2],5503.201088685341,-25.430940404943613
[23, 3],5562.213173463506,-10.411591000661247
[23, 4],5606.023352817776,-0.7555762505735402
[23, 5],5644.547476474566,11.455000233009741
[23, 6],5674.7180225377315,18.320257220036183
[23, 7],5700.417971451227,20.266152641744156
[23, 8],5716.85242908626,13.431110673076546
[23, 9],5736.201988251945,12.385978062825416
[23, 10],5754.223679837896,12.17902848225367
[23, 11],5771.08714787267,9.940646493677377
[23, 12],5793.141415525512,10.19566642562495
[23, 13],5814.895313945353,10.532196777126046
[23, 14],5828.475875485711,7.770962279593732
[23, 15],5844.301413682433,12.382065330896694
[23, 16],5858.226131461741,17.99937702728039
[23, 17],5869.974621557289,23.034849074660997
[23, 18],5879.399929645465,27.0289603567644
[23, 19],5875.57077211778,19.0418628687421
[23, 20],5875.370567230324,15.88500845494218
[23, 21],5874.98439663818,13.725404119988525
[24, 0],5375.151197537259,-66.1344228652697
[24, 1],5463.4499574506435,-28.047283794566283
[24, 2],5523.218413455572,-13.851025993793883
[24, 3],5569.361271703115,-6.046191099395401
[24, 4],5608.653860835295,2.1321814762277427
[24, 5],5638.962745872032,6.980208821041742
[24, 6],5668.664569308758,12.982774781806256
[24, 7],5695.662453439381,14.457645459880041
[24, 8],5722.088329188988,14.759245557002032
[24, 9],5745.518811625215,15.467093261747323
[24, 10],5762.457147986089,13.323896820998925
[24, 11],5781.726095688526,14.056679047621401
[24, 12],5800.602761800963,12.422131654781879
[24, 13],5817.739668101876,8.717357228687433
[24, 14],5830.589621175883,4.731090999459411
[24, 15],5846.463799653352,8.608325203093955
[24, 16],5859.168791052317,12.16637425605586
[24, 17],5871.623005909627,16.848613062261393
[24, 18],5881.327230010518,19.831889552088796
[24, 19],5876.688253266354,9.746493045297939
[24, 20],5878.425860347699,7.464947738401861
[24, 21],5869.668133313127,-4.011113867767563
[25, 0],5404.927981890783,-50.89019265942079
[25, 1],5474.490820178397,-24.91845777322669
[25, 2],5536.213707055364,-3.069872352991297
[25, 3],5575.231943744144,1.0515149590328292
[25, 4],5607.28994088422,3.306303039506929
[25, 5],5634.849065966116,5.48197166504724
[25, 6],5664.554427513331,10.897920086022168
[25, 7],5690.494845720457,9.693601541282987
[25, 8],5721.658979042819,12.04245868183716
[25, 9],5750.912819962096,16.313433286333748
[25, 10],5771.774039182168,17.30310603743601
[25, 11],5790.146683393373,17.63267351439754
[25, 12],5807.488375723859,15.456195137147006
[25, 13],5822.092731514288,9.50560682102332
[25, 14],5830.151120178755,-0.05884211380453053
[25, 15],5841.821398200456,-1.5734092242946645
[25, 16],5857.8911595198215,4.292595786580932
[25, 17],5871.435595731637,9.533479338325378
[25, 18],5872.556068763362,4.193047409607061
[25, 19],5873.92628546049,1.0320935942791039
[25, 20],5874.012085905306,-1.7563296631324192
[25, 21],5873.828678408562,-3.6474591834403327
[26, 0],5435.463371877907,-31.729631549856094
[26, 1],5493.022996521983,-8.367115039672171
[26, 2],5537.452695954363,2.1086408148185
[26, 3],5573.0970616372415,4.479523158849588
[26, 4],5603.388390325081,4.306531811511377
[26, 5],5629.481941664242,3.9182502615540216
[26, 6],5655.522026794816,4.650614487502025
[26, 7],5685.537149380311,5.9617458051170615
[26, 8],5719.742066276118,8.879517541286987
[26, 9],5749.474329834574,11.538323357742229
[26, 10],5777.816019671279,19.345696337077243
[26, 11],5794.184734224896,18.109796318845838
[26, 12],5810.435152574725,15.3709476115273
[26, 13],5825.372143001469,9.182248568467003
[26, 14],5839.086123605945,3.632153342354286
[26, 15],5852.882409940363,2.7398015373973976
[26, 16],5867.768996125685,6.966562442971735
[26, 17],5879.054096672041,10.752500468233848
[26, 18],5880.192978189767,6.991425509438159
[26, 19],5879.365056166815,3.2152663980596117
[26, 20],5877.566236618006,-0.25936480456039135
[26, 21],5875.98041393895,-2.776234887872306
[27, 0],5465.461897931816,-10.11979855721438
[27, 1],5509.135544263551,9.27006429652738
[27, 2],5530.754292604719,3.5866206060400145
[27, 3],5565.431694758772,6.376292556087719
[27, 4],5600.41765611143,8.752050894490822
[27, 5],5631.536276517205,11.073478899374095
[27, 6],5648.117763535515,1.2793713436913094
[27, 7],5678.8317345088535,2.676047381875833
[27, 8],5719.608323706498,10.493386447089506
[27, 9],5747.078704263544,8.510511521762055
[27, 10],5777.664305524076,17.165605933647385
[27, 11],5795.583000277222,17.247251111928563
[27, 12],5810.546107996735,12.745035550986358
[27, 13],5829.322908749964,8.212108136765892
[27, 14],5853.185936822128,10.220749405678362
[27, 15],5865.727721483602,7.382150252514293
[27, 16],5877.45305752465,9.697785044568263
[27, 17],5887.478144429863,14.260921648060503
[27, 18],5886.350266690901,10.076987560720227
[27, 19],5883.128245683125,5.18951575675419
