grid_point, analysis_value, analysis_increment
[0, 0],5328.267200320165,10.083786106052685
[0, 1],5344.7745056626445,9.835995660481785
[0, 2],5376.856508031021,23.825022381553936
[0, 3],5405.952623316467,30.909145840727433
[0, 4],5425.633265515351,28.355614232596963
[0, 5],5457.662284811284,40.66334346879012
[0, 6],5476.008617062079,41.252005849735724
[0, 7],5487.553225746752,37.60743129727234
[0, 8],5494.237847908824,32.864067177540164
[0, 9],5496.096374988614,25.886250337484853
[0, 10],5497.122243760278,17.829317289163555
[0, 11],5509.62802318557,19.234668896020594
[0, 12],5532.957854848181,28.961836469556147
[0, 13],5556.942778645728,35.979243485187
[0, 14],5591.139135659651,50.07051939763278
[0, 15],5615.432460593977,54.69589102187274
[0, 16],5642.78264892745,65.38657356571548
[0, 17],5644.580438751769,51.62560226422647
[0, 18],5654.198452403503,44.92061068566454
[0, 19],5659.695034335883,36.30980505127627
[0, 20],5659.826889973499,27.72583316228338
[0, 21],5660.528527358222,24.170356802187598
[1, 0],5298.109624607395,-6.859277891589045
[1, 1],5314.879475571571,-7.7636975246396105
[1, 2],5327.353265151057,-13.00878536437358
[1, 3],5365.06449533187,3.7739243567502854
[1, 4],5400.065009021206,16.325953759689583
[1, 5],5415.669130079137,10.661464450230596
[1, 6],5443.043859311737,18.376181609089144
[1, 7],5477.487933797146,35.51314782847021
[1, 8],5485.9478902411,30.744942118019026
[1, 9],5486.547607513202,21.77480102070058
[1, 10],5491.579604464031,18.082007011899805
[1, 11],5503.096257939576,19.65498532989659
[1, 12],5525.275118615239,29.995448935357672
[1, 13],5547.421446001774,37.51258539490573
[1, 14],5580.269105308854,52.58574456682436
[1, 15],5599.7658701449145,53.015359997233645
[1, 16],5624.35544265022,58.480874429881624
[1, 17],5641.096513131966,54.739766368074925
[1, 18],5654.6571774211325,47.755401766551586
[1, 19],5655.398341175583,33.058947410755536
[1, 20],5662.241480585028,31.15078567272576
[1, 21],5662.494465130787,27.106792435128227
[2, 0],5261.845933355794,-28.920701190090767
[2, 1],5276.838567095328,-29.763441824240545
[2, 2],5301.285124462329,-21.43738740167646
[2, 3],5318.8482828077285,-23.865487369365837
[2, 4],5348.015377131172,-17.909968896882674
[2, 5],5384.2646408800365,-4.421834663890877
[2, 6],5415.118113414678,5.5388945760823844
[2, 7],5443.578766651373,15.223159153219967
[2, 8],5469.360975610883,26.43804973200713
[2, 9],5473.237783096508,20.511248066073676
[2, 10],5477.542123733725,16.917027288407553
[2, 11],5487.548377488289,18.52272410696787
[2, 12],5507.446406448474,28.678065717406753
[2, 13],5518.93191183704,28.05640992050212
[2, 14],5535.721709497643,29.355073404012728
[2, 15],5563.78311923999,38.64145214243854
[2, 16],5592.499618344635,44.960981422927034
[2, 17],5627.566076278896,53.68694435402267
[2, 18],5632.597851763691,33.41528532322263
[2, 19],5651.084913753219,34.02406347595752
[2, 20],5659.217640226259,31.99071332708172
[2, 21],5660.258955659529,27.774715579855183
[3, 0],5249.906886623809,-28.8449747085715
[3, 1],5260.972944357799,-29.775161983917315
[3, 2],5275.387130599194,-29.29877764250068
[3, 3],5299.350968446559,-24.86594204339599
[3, 4],5329.434945058145,-18.91711934977957
[3, 5],5366.539395498529,-5.178976557501301
[3, 6],5387.171047054093,-4.72345636902628
[3, 7],5393.603980415201,-16.210432971240152
[3, 8],5421.916298536392,-2.0930992742587478
[3, 9],5429.114780339215,-4.116184893728132
[3, 10],5432.97142592434,-7.066923997555932
[3, 11],5438.814371442635,-8.109881949366354
[3, 12],5455.910374700181,0.9844508624437367
[3, 13],5455.9536528552335,-9.254454146460375
[3, 14],5483.216853599956,4.048111833766598
[3, 15],5519.012847320552,20.973338716973558
[3, 16],5551.252595025375,27.72267172350803
[3, 17],5552.999817258551,-1.8794836432725788
[3, 18],5616.048070638564,31.44970350463518
[3, 19],5637.861726726689,31.938550869112078
[3, 20],5648.695659339157,29.94717617725655
[3, 21],5651.691345916003,25.925423266378857
[4, 0],5236.083098667271,-29.38438598072662
[4, 1],5245.117243225101,-28.8496684233005
[4, 2],5256.036491766248,-30.32796497373147
[4, 3],5277.155913174141,-29.46816084776401
[4, 4],5318.876088957879,-14.180381365019457
[4, 5],5356.030535984459,-1.7134105524519327
[4, 6],5375.652467670676,-1.2640595607399518
[4, 7],5384.12866379095,-8.83527513388617
[4, 8],5389.9587844602065,-15.872192396442188
[4, 9],5391.080038478481,-23.01967181249347
[4, 10],5393.97286817732,-25.830255159326043
[4, 11],5398.032170805288,-27.456334278197573
[4, 12],5404.836156418402,-27.556720713636423
[4, 13],5413.174166271788,-28.27106145167636
[4, 14],5446.27492669356,-7.747414320779171
[4, 15],5469.524962754229,-2.803165559575973
[4, 16],5478.978124862041,-19.85588582517721
[4, 17],5510.016048106333,-21.818508056706378
[4, 18],5560.548501576775,-2.9528558155798237
[4, 19],5614.795568950526,27.244986520095154
[4, 20],5628.556250064081,25.454241631986406
[4, 21],5633.947340983515,21.952070481520423
[5, 0],5220.061260978861,-28.852451138959623
[5, 1],5228.787510460403,-28.096163102844912
[5, 2],5239.583833122233,-29.45242058857275
[5, 3],5262.370609372297,-28.53693926613869
[5, 4],5311.269235794697,-9.909586283199133
[5, 5],5350.975822518551,1.7382621595124874
[5, 6],5371.857653793392,2.1538587127361097
[5, 7],5378.813143518756,-7.131642927601206
[5, 8],5379.970838672918,-18.52161478774724
[5, 9],5386.480187163156,-19.53729310188919
[5, 10],5391.585663984958,-19.03718391379607
[5, 11],5387.864462451559,-27.22629437399246
[5, 12],5392.219961812688,-28.457861464436064
[5, 13],5398.623339075505,-29.27241243705521
[5, 14],5412.634726867773,-25.48318412219578
[5, 15],5439.992465375686,-14.291377570492841
[5, 16],5442.775354017826,-36.386174357184245
[5, 17],5471.675037753261,-38.63771482508673
[5, 18],5527.558657953574,-12.971850806068687
[5, 19],5570.727001458752,6.1316506128914625
[5, 20],5600.573825187038,19.528992692945394
[5, 21],5618.403911040435,27.642207048505952
[6, 0],5196.49127699724,-38.00711285752095
[6, 1],5218.67983543481,-25.680200730626893
[6, 2],5230.633708549538,-26.84344911759581
[6, 3],5262.190646169425,-19.068795664077697
[6, 4],5304.223810899411,-11.074379150037203
[6, 5],5344.631802688917,-2.8077432461786884
[6, 6],5373.280406863823,1.9596249213773262
[6, 7],5389.2496910609325,-0.7658074136243158
[6, 8],5389.72048533196,-13.561512813118497
[6, 9],5396.247943753226,-14.257951443627462
[6, 10],5400.618072362115,-13.846037241868544
[6, 11],5398.324770708362,-19.439378452853816
[6, 12],5405.355628652294,-15.982633005093703
[6, 13],5411.144021664654,-14.574456757451117
[6, 14],5418.029830983665,-14.542031827257233
[6, 15],5431.856598669241,-13.401662055128327
[6, 16],5428.316418017418,-38.69134901823145
[6, 17],5454.258887521416,-41.133313537234244
[6, 18],5482.788474816187,-40.410374902446165
[6, 19],5574.857345444447,29.25548467225235
[6, 20],5590.547133649034,29.32693938204011
